"facility_id","data_collection_year","lfg_collection_system_in_place","lfg_collected_mmscfd","lfg_flared_mmscfd","data_source_id","created_date","modified_date","data_source_location_id"
5922,2022,"Yes","0.909","0.909",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2644,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3974,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1553,2022,"Yes","0.32","0.32",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6105,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6477,2022,"Yes","1.287",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5477,2022,"Yes","0.95","0.95",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5418,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6588,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4889,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1870,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2228,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2695,2022,"Yes","0.696","0.696",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6289,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6426,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5811,2022,"Yes","4.322","4.322",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1082,2022,"Yes","0.929","0.004",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2183,2022,"Yes","1.4","1.4",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6250,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2166,2022,"Yes","0.455","0.455",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5316,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4618,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6298,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6140,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4187,2022,"Yes","0.428","0.428",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5196,2022,"Yes","0.679","0.679",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2592,2022,"Yes","1.562",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6525,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3948,2022,"Yes","2.215",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4739,2022,"Yes","1.262","0.765",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3190,2022,"Yes","0.589","0.589",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2575,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6466,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3942,2022,"Yes","0.562","0.562",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2265,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5250,2022,"Yes","1.492","1.492",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4466,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3715,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4858,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5009,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5685,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3115,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2299,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6452,2022,"Yes","0.342","0.342",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1026,2022,"Yes","1.171","1.171",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3898,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2776,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4421,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2297,2022,"Yes","1.656","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3642,2022,"Yes","1.053","1.053",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3031,2022,"Yes","0.553","0.553",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1218,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1461,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4364,2022,"Yes","0.504","0.504",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1961,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5956,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4313,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1632,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6018,2022,"Yes","1.136",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1785,2022,"Yes","0.426","0.426",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4245,2022,"Yes","0.123","0.123",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2027,2022,"Yes","1.956",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1465,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3813,2022,"Yes","1.561",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5492,2022,"Yes","1.253","0.242",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4601,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4011,2022,"Yes","1.0","1.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2257,2022,"Yes","3.855","3.855",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4387,2022,"Yes","0.706",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5767,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5256,2022,"Yes","0.464","0.464",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2769,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2281,2022,"Yes","0.858","0.858",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6162,2022,"Yes","1.618","1.618",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2390,2022,"Yes","0.697","0.697",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5783,2022,"Yes","0.889","0.889",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4624,2022,"Yes","0.911","0.911",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2141,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1615,2022,"Yes","0.353","0.353",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3161,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4271,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2774,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2216,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1472,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6072,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6266,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1874,2022,"Yes","0.382","0.382",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2658,2022,"Yes","0.308","0.308",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2083,2022,"Yes","0.448","0.448",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4621,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3077,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1094,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2879,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4256,2022,"Yes","0.551","0.551",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2077,2022,"Yes","0.224","0.224",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2798,2022,"Yes","0.104",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2760,2022,"Yes","0.891","0.891",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4303,2022,"Yes","0.876","0.876",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6505,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3983,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1672,2022,"Yes","1.493","1.493",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3824,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1758,2022,"Yes","0.538","0.538",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4188,2022,"Yes","0.426","0.426",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6373,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4195,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5530,2022,"Yes","0.261",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2937,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4267,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3144,2022,"Yes","0.239","0.239",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2307,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6320,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5030,2022,"Yes","0.45",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2149,2022,"Yes","0.801",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2807,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1506,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1633,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6420,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5359,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4995,2022,"Yes","1.212",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3513,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5538,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1953,2022,"Yes","1.47","1.47",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3500,2022,"Yes","0.322","0.322",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5054,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4282,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2154,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4908,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5830,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5041,2022,"Yes","0.799","0.799",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4752,2022,"Yes","1.032","1.032",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4709,2022,"Yes","0.216",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6012,2022,"Yes","0.867",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6021,2022,"Yes","0.195","0.195",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6406,2022,"Yes","0.581","0.581",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2819,2022,"Yes","0.13",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4820,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1418,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5941,2022,"Yes","1.264","1.264",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3103,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5033,2022,"Yes","0.144","0.144",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3578,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5232,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2305,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1949,2022,"Yes","0.493","0.493",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3623,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1744,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2944,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1819,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1261,2022,"Yes","0.121","0.121",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2429,2022,"Yes","1.227",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3695,2022,"Yes","0.025","0.025",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2412,2022,"Yes","1.298",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1641,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5067,2022,"Yes","6.679","1.391",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5664,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5349,2022,"Yes","0.82","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5403,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5456,2022,"Yes","1.46","1.46",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1083,2022,"Yes","1.086","1.086",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2663,2022,"Yes","0.72","0.72",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2746,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3960,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6172,2022,"Yes","0.883","0.883",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4727,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6273,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1479,2022,"Yes","0.641",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4928,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5660,2022,"Yes","0.43",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4594,2022,"Yes","0.672",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6195,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1146,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2716,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3010,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6178,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4607,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6517,2022,"Yes","0.235","0.235",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4204,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5304,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4769,2022,"Yes","0.135","0.135",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2128,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1624,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5850,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4442,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4033,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5358,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2787,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1664,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2206,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2326,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1976,2022,"Yes","0.452","0.452",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2781,2022,"Yes","0.624","0.624",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6479,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2805,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4356,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6022,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1169,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1782,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5762,2022,"Yes","0.504","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5815,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1683,2022,"Yes","0.512","0.512",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4476,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3068,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3317,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3963,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2113,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5461,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1109,2022,"Yes","0.382","0.18",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5546,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5115,2022,"Yes","0.419","0.419",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2403,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3899,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5189,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2965,2022,"Yes","0.937",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2700,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4297,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3994,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5579,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2134,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3032,2022,"Yes","0.215","0.215",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5715,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2692,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6614,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5843,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2175,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5428,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3589,2022,"Yes","0.35","0.35",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1569,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5834,2022,"Yes","0.387","0.387",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4945,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2955,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1600,2022,"Yes","0.058",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2430,2022,"Yes","0.3",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5409,2022,"Yes","0.218","0.218",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3151,2022,"Yes",NULL,"0.72",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1148,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5239,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3853,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1826,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6404,2022,"Yes","0.464","0.464",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5847,2022,"Yes","0.246","0.246",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2222,2022,"Yes","0.733","0.733",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1208,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3290,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6499,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5854,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5677,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6157,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4554,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3956,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1067,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3287,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
